,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_min_samples_split,param_min_samples_leaf,param_max_leaf_nodes,param_max_depth,param_criterion,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,min_samples_split,min_samples_leaf,max_leaf_nodes,max_depth,criterion
0,1.03560209274292,0.09069280508956389,0.06575117111206055,0.0016600320781435967,300,600,50,38,entropy,0.5510680444629497,0.5584869475251397,0.5581210492448616,0.5503305743413748,0.5466589280306854,0.5529331087210022,0.004634152469653939,17,300,600,50,38,entropy
1,0.8682640075683594,0.010976245294835795,0.0649932861328125,0.0008197919108694287,500,850,30,11,entropy,0.5375045737285035,0.554714410083652,0.5449613283369292,0.5406152215605128,0.5323256283435954,0.5420242324106386,0.007564954578593557,29,500,850,30,11,entropy
2,1.1166099548339843,0.01240325907981528,0.06562714576721192,0.0011865315642772723,300,750,100,15,entropy,0.5636473749952685,0.5667764361507501,0.5655651866712088,0.5584813768042798,0.5513651963258303,0.5611671141894676,0.0056612720689339134,1,300,750,100,15,entropy
3,1.123401403427124,0.015554775562182778,0.06557788848876953,0.0011112590337984717,800,200,80,50,entropy,0.5618809695042709,0.5648081557464956,0.5613384306748931,0.5529171293025134,0.5473781164832946,0.5576645603422936,0.006490846069391933,12,800,200,80,50,entropy
4,0.6738807678222656,0.010079361469315415,0.06315159797668457,0.0009374150049101185,50,650,10,17,entropy,0.5400910960546071,0.5529353874105757,0.5389176981213016,0.5290325022711214,0.5264207126274352,0.5374794792970082,0.009395976290073141,32,50,650,10,17,entropy
5,0.6725825309753418,0.009257650710250321,0.06379575729370117,0.0015947893956332582,750,750,10,20,entropy,0.5400910960546071,0.5529353874105757,0.5389176981213016,0.5290325022711214,0.5264207126274352,0.5374794792970082,0.009395976290073141,32,750,750,10,20,entropy
6,0.940212631225586,0.01783302731700099,0.06416597366333007,0.0007175738377099825,450,750,40,26,entropy,0.5426271496523967,0.5522792939424909,0.556695307669985,0.5460028262844453,0.5432900979105683,0.5481789350919772,0.005455273497930449,21,450,750,40,26,entropy
7,1.075158452987671,0.01280699602883081,0.06515660285949706,0.000768748158996053,750,350,70,28,entropy,0.5613258134928145,0.5645305777407674,0.5613384306748931,0.5525259917230241,0.5459145048955284,0.5571270637054055,0.006885760234756468,13,750,350,70,28,entropy
8,0.9487930297851562,0.0047003631459887766,0.06500554084777832,0.0009962729470972898,50,700,50,11,entropy,0.5508914039138498,0.5558373392886433,0.5464753901863558,0.5463434944988392,0.5434036539820329,0.5485902563739443,0.004341357692232857,20,50,700,50,11,entropy
9,0.9290709972381592,0.015825844913720685,0.06503663063049317,0.0008197171740626476,900,950,40,26,entropy,0.5447216018774367,0.5522792939424909,0.5497053887984658,0.5467472494196023,0.5422554759261129,0.5471418019928217,0.0035455612702287196,22,900,950,40,26,entropy
10,0.04966259002685547,0.0052361186893138375,0.0,0.0,200,0,0,40,entropy,,,,,,,,39,200,0,0,40,entropy
11,1.0628533840179444,0.008571482428229383,0.06471505165100097,0.00102876474345417,950,150,80,12,entropy,0.5564808155746496,0.5582346038835686,0.5630669846196551,0.5486903199757747,0.544211163823559,0.5541367775754414,0.006785528736691912,16,950,150,80,12,entropy
12,0.04955720901489258,0.004564781857878908,0.0,0.0,950,800,0,4,entropy,,,,,,,,39,950,800,0,4,entropy
13,0.6642366409301758,0.007143295421267736,0.06321816444396973,0.0009566846946767563,800,600,30,5,entropy,0.5514087083790706,0.5435734383082882,0.5398513695951146,0.5351645301302109,0.5346472191379833,0.5409290531101336,0.006175249187364681,31,800,600,30,5,entropy
14,0.884283447265625,0.011309588801415877,0.0645984172821045,0.0015470447073979293,850,200,30,29,entropy,0.5375045737285035,0.554714410083652,0.5449613283369292,0.5419652770768144,0.5337892399313616,0.5425869658314522,0.007160023586644273,27,850,200,30,29,entropy
15,1.1288826942443848,0.017509027381317002,0.06593527793884277,0.0008125588306902697,500,400,80,25,entropy,0.5618052664117996,0.565249757119245,0.5609346808483793,0.5535606137074796,0.5487155546583224,0.5580531745490452,0.006025716898894988,10,500,400,80,25,entropy
16,0.6012304306030274,0.005964039898242695,0.06303958892822266,0.0005316695268769864,200,750,50,4,entropy,0.538312073381531,0.5396242603177006,0.529871178570978,0.523872009690118,0.5194937922680932,0.5302346628456841,0.007866268218306055,35,200,750,50,4,entropy
17,0.597076416015625,0.001645456031089727,0.06259732246398926,0.0008467865976216188,750,900,30,4,entropy,0.538312073381531,0.5396242603177006,0.529871178570978,0.523872009690118,0.5194937922680932,0.5302346628456841,0.007866268218306055,35,750,900,30,4,entropy
18,1.1412679195404052,0.010787277073147597,0.06570687294006347,0.0009787129379978774,900,900,100,27,entropy,0.5551055427280871,0.5665745612374932,0.5640006560934681,0.558380438074089,0.5517058645402241,0.5591534125346722,0.0054957789039417285,4,900,900,100,27,entropy
19,0.0471071720123291,0.0015938994428109916,0.0,0.0,900,200,0,5,entropy,,,,,,,,39,900,200,0,5,entropy
20,0.04740362167358399,0.0009708362899646002,0.0,0.0,0,950,20,7,entropy,,,,,,,,39,0,950,20,7,entropy
21,1.1532825469970702,0.017902625358861144,0.06611213684082032,0.0003733433855665444,100,800,90,28,entropy,0.5552190973667941,0.5657165928561515,0.5631426877121264,0.558380438074089,0.5505703038255779,0.5586058239669478,0.005426536034068743,6,100,800,90,28,entropy
