,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_splitter,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_criterion,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,splitter,min_samples_split,min_samples_leaf,max_features,max_depth,criterion
19,1.0072402954101562,0.010157688064642942,0.105718994140625,0.0028960625589585388,best,36,2,log2,18,entropy,0.32974044700793076,0.31946647440519105,0.3256849315068493,0.3268565248738284,0.33271449170872386,0.3268925739005047,0.004440985512231168,25,best,36,2,log2,18,entropy
20,1.4735547065734864,0.03837267987485088,0.10730252265930176,0.0013259702775585427,best,49,45,sqrt,40,entropy,0.3649603460706561,0.35475847152126894,0.36277937995674114,0.36065248738284067,0.3427361211247296,0.3571773612112473,0.007980406152870576,17,best,49,45,sqrt,40,entropy
21,0.9167771816253663,0.010748661247256614,0.09967274665832519,0.0005588007111407735,random,45,5,auto,3,entropy,0.2260814708002884,0.22321557317952415,0.2244592645998558,0.2233777937995674,0.22341384282624369,0.22410958904109587,0.0010797631314669865,47,random,45,5,auto,3,entropy
22,0.924834156036377,0.006084275982570114,0.10178184509277344,0.001104236867840776,best,19,19,log2,10,entropy,0.22900144196106706,0.22846070656092285,0.2279379956741168,0.22952415284787311,0.22914563806777216,0.2288139870223504,0.0005552720407738111,46,best,19,19,log2,10,entropy
23,2.4402329444885256,0.011013308885938147,0.10272388458251953,0.0006849175041662429,best,18,3,,3,entropy,0.30996755587599134,0.30726387887527035,0.30978731074260996,0.3065969718817592,0.3084534967555876,0.3084138428262437,0.001336072446374535,28,best,18,3,,3,entropy
24,1.4195775508880615,0.028031854123764906,0.10851387977600098,0.0010498416018788063,random,42,32,sqrt,32,entropy,0.3698990627253064,0.36431146359048305,0.35414563806777216,0.35634462869502526,0.3523071377072819,0.35940158615717377,0.006657403228897242,15,random,42,32,sqrt,32,entropy
25,1.2158401489257813,0.011630803115450087,0.10385632514953613,0.0013684305548836335,best,29,25,sqrt,18,gini,0.30960706560922857,0.2961788031723143,0.2909156452775775,0.2915465032444124,0.28466113914924296,0.29458183129055515,0.008359213531359492,32,best,29,25,sqrt,18,gini
26,0.9627659320831299,0.009783467448651951,0.10319280624389648,0.004252247117585484,random,29,15,sqrt,6,entropy,0.2585616438356164,0.25405551550108146,0.2586878154289834,0.25466834895457824,0.2571377072819034,0.2566222062004326,0.0019338748912043073,38,random,29,15,sqrt,6,entropy
27,0.9426594257354737,0.011078331954521247,0.10361733436584472,0.0007536288658358482,random,37,14,log2,15,gini,0.24686373467916367,0.26029199711607787,0.2399242970439798,0.2409156452775775,0.24821557317952414,0.2472422494592646,0.007279627661272126,43,random,37,14,log2,15,gini
28,0.9136002540588379,0.0045642332787626284,0.10315408706665039,0.0027840879581018663,random,49,38,log2,9,gini,0.23404830569574622,0.23305695746214852,0.2311463590483057,0.23316510454217737,0.2323179524152848,0.23274693583273248,0.0009706095832945488,45,random,49,38,log2,9,gini
29,1.2440596580505372,0.012329875076876983,0.10573606491088867,0.0008519986370116239,best,48,49,auto,20,entropy,0.3121304974765681,0.318042537851478,0.2957822638788753,0.2947909156452776,0.2927180966113915,0.3026928622927181,0.010338032494400563,30,best,48,49,auto,20,entropy
30,8.198634672164918,0.12373741890563068,0.11155991554260254,0.0044586214298736335,best,41,33,,28,gini,0.43107426099495316,0.429253785147801,0.432732516222062,0.4231074260994953,0.4308399423215573,0.4294015861571737,0.0033346694179718396,4,best,41,33,,28,gini
31,0.9538053512573242,0.019457165338790976,0.10137958526611328,0.001880308220337005,random,15,42,sqrt,5,entropy,0.23651766402307137,0.23403028118240807,0.23532804614275415,0.23379596250901225,0.23529199711607787,0.23499279019466474,0.000988532410488393,44,random,15,42,sqrt,5,entropy
32,1.307154941558838,0.012813122823536615,0.10620932579040528,0.0014984305651100723,best,47,3,auto,20,gini,0.3323720259552992,0.30834534967555877,0.3012076423936554,0.2981074260994953,0.29731434751261715,0.3074693583273252,0.013045223815257564,29,best,47,3,auto,20,gini
33,7.48859133720398,0.06894343247858636,0.11251292228698731,0.01010052601712707,best,37,46,,23,gini,0.42004325883201155,0.41856524873828405,0.4184751261715934,0.41113914924297046,0.4170872386445566,0.41706200432588314,0.003105652416113963,6,best,37,46,,23,gini
34,1.3897465229034425,0.03949462489996341,0.10680861473083496,0.002642006136709672,random,18,29,auto,34,gini,0.35607426099495315,0.35834534967555876,0.3470079307858688,0.3482696467195386,0.34668348954578226,0.3512761355443403,0.004926352412379877,18,random,18,29,auto,34,gini
35,1.1474949359893798,0.013036985121500819,0.10341663360595703,0.0030158328755331104,best,14,27,sqrt,15,entropy,0.28229992790194663,0.26923215573179526,0.273972602739726,0.280930064888248,0.27638788752703675,0.27656452775775053,0.004742693029260406,35,best,14,27,sqrt,15,entropy
36,9.19664125442505,0.04952840180382607,0.11368045806884766,0.0038261199062265233,best,36,15,,40,entropy,0.45077505407354,0.4448630136986301,0.4520367700072098,0.44668348954578224,0.44949531362653206,0.4487707281903388,0.002639551975544491,2,best,36,15,,40,entropy
37,1.010532522201538,0.016399263017065763,0.10597882270812989,0.002994619377495006,best,41,34,log2,20,entropy,0.3280641672674838,0.32198990627253066,0.32957822638788753,0.33475126171593367,0.32900144196106706,0.3286770007209805,0.004072024397274256,24,best,41,34,log2,20,entropy
38,0.9614438056945801,0.010083021609820277,0.1037419319152832,0.0010904250621038304,best,23,19,log2,11,entropy,0.25147801009372744,0.24744051910598414,0.2505407354001442,0.2516041816870945,0.24980173035328046,0.25017303532804613,0.0015159719437523214,40,best,23,19,log2,11,entropy
39,0.9827350616455078,0.004885057297017048,0.10641765594482422,0.0024095608013523116,random,18,31,log2,20,gini,0.2884823359769286,0.2789473684210526,0.28412040374909875,0.2756849315068493,0.2804794520547945,0.2815428983417448,0.004404152536657122,33,random,18,31,log2,20,gini
40,0.977553415298462,0.007485627332082818,0.10464849472045898,0.001710762951490368,random,12,19,sqrt,6,gini,0.2600937274693583,0.2558579668348955,0.25948089401586155,0.2547404470079308,0.259282624369142,0.25789113193943763,0.0021622024692400576,37,random,12,19,sqrt,6,gini
41,1.0295539379119873,0.0124795164682775,0.10338153839111328,0.0014312991723342077,best,15,24,auto,8,gini,0.2515861571737563,0.24826964671953858,0.24924297043979812,0.2500540735400144,0.24735039653929344,0.24930064888248019,0.00146020363846406,42,best,15,24,auto,8,gini
42,1.4721985816955567,0.037722024767417386,0.10862240791320801,0.003247741985696509,random,6,21,sqrt,37,gini,0.37244051910598414,0.36380677721701515,0.3553352559480894,0.3589401586157174,0.35780461427541455,0.3616654650324441,0.006051314218320818,14,random,6,21,sqrt,37,gini
43,1.625849676132202,0.01978595706944213,0.10923867225646973,0.0005164284541360345,best,21,18,sqrt,46,gini,0.3844448449891853,0.370620043258832,0.3631578947368421,0.37393655371304974,0.3680785868781543,0.37204758471521265,0.007128501561018423,9,best,21,18,sqrt,46,gini
44,1.621638584136963,0.015411215229236332,0.11326208114624023,0.0026826763534309934,random,31,1,sqrt,30,gini,0.3768204758471521,0.36492429704397983,0.37474765681326605,0.36607786589762076,0.37281903388608506,0.3710778658976207,0.004740105694972673,10,random,31,1,sqrt,30,gini
45,1.0529534339904785,0.006909374046193102,0.10594191551208496,0.0020389160200565584,best,15,19,log2,34,gini,0.33619322278298486,0.3305515501081471,0.3503244412400865,0.3430785868781543,0.33556236481615,0.33914203316510455,0.006868021735568759,21,best,15,19,log2,34,gini
46,9.910442733764649,0.043079215873882026,0.1099174976348877,0.0024507273799964447,random,24,29,,42,gini,0.4389689978370584,0.43795962509012254,0.439563806777217,0.4370764239365537,0.4377433309300649,0.43826243691420325,0.0008900095128470061,3,random,24,29,,42,gini
47,1.0314155101776123,0.014279091585966072,0.10611352920532227,0.0016263352536810404,best,7,38,log2,31,entropy,0.3436373467916366,0.3395998558038933,0.35127974044700794,0.3332372025955299,0.3437454938716655,0.34229992790194663,0.0058981143243921836,20,best,7,38,log2,31,entropy
48,1.0457814693450929,0.022078242726318545,0.10591354370117187,0.0017423950102585532,best,26,37,log2,41,entropy,0.3478370583994232,0.3493691420331651,0.35149603460706563,0.336986301369863,0.34753064167267483,0.3466438356164384,0.00502890253285314,19,best,26,37,log2,41,entropy
49,1.2083214282989503,0.0204462541932063,0.10431666374206543,0.001962892440707505,random,42,13,auto,19,entropy,0.33056957462148523,0.34129416005767843,0.3264419610670512,0.3192682047584715,0.3295962509012257,0.32943403028118234,0.007131268351899831,23,random,42,13,auto,19,entropy
